ID,Modelo,Sismo,PGA,PGV,PGD,Dur,Ia,T,Costo,R1,R2,R3,R4,R5,R6,D1,D2,D3,D4,D5,D6
937,188,4,2.17,0.78,0.32,90.35,6.79,0.482449266,11098.3086,1.29866E+13,0,1.59618E+12,5.66177E+12,6.14637E+12,2.45042E+12,0.00253798,0.01187865,0.0084,0.0029485,0.0016437,0.001542
938,188,0,2.81,0.44,0.22,55.44,3.35,0.482449266,11098.3086,1.29866E+13,0,1.59618E+12,5.66177E+12,6.14637E+12,2.45042E+12,0.00304815,0.02604498,0.0145248,0.0047001,0.0025767,0.0025108
939,188,9,1.93,0.6,0.4,95.82,7.16,0.482449266,11098.3086,1.29866E+13,0,1.59618E+12,5.66177E+12,6.14637E+12,2.45042E+12,0.00247921,0.01185017,0.008737,0.0031268,0.0017274,0.0016346
940,188,10,1.64,0.56,0.22,105.37,5.89,0.482449266,11098.3086,1.29866E+13,0,1.59618E+12,5.66177E+12,6.14637E+12,2.45042E+12,0.00206348,0.00951562,0.0071402,0.0025183,0.0014621,0.0013885
941,189,5,2.15,0.83,0.37,89.27,6.04,0.322312649,21686.22664,1.01586E+13,1.17078E+13,4.47759E+12,1.22158E+13,7.46265E+12,6.5911E+12,0.00188056,0.00171401,0.00248489,0.00118845,0.00106765,0.00066657
942,189,11,1.71,0.61,0.22,93.45,7.31,0.322312649,21686.22664,1.01586E+13,1.17078E+13,4.47759E+12,1.22158E+13,7.46265E+12,6.5911E+12,0.00163743,0.0016559,0.00243849,0.00112543,0.00098243,0.00061715
943,189,2,2.24,0.36,0.14,55.09,2.71,0.322312649,21686.22664,1.01586E+13,1.17078E+13,4.47759E+12,1.22158E+13,7.46265E+12,6.5911E+12,0.00336566,0.00344546,0.00548508,0.0028521,0.0028422,0.0018763
944,189,0,2.81,0.44,0.22,55.44,3.35,0.322312649,21686.22664,1.01586E+13,1.17078E+13,4.47759E+12,1.22158E+13,7.46265E+12,6.5911E+12,0.00388701,0.00408854,0.006662,0.0032729,0.0030321,0.0019975
945,189,3,1.75,0.34,0.28,45.39,2.03,0.322312649,21686.22664,1.01586E+13,1.17078E+13,4.47759E+12,1.22158E+13,7.46265E+12,6.5911E+12,0.00338888,0.00339232,0.0052016,0.002612,0.0023945,0.0015173
946,190,10,1.64,0.56,0.22,105.37,5.89,0.362289749,17009.48817,9.32087E+12,9.3905E+12,4.9679E+12,3.89014E+12,3.55193E+12,1.15082E+13,0.00168487,0.00182903,0.00244829,0.00234725,0.00162695,0.00051033
947,190,8,1.92,0.66,0.29,86.89,6.91,0.362289749,17009.48817,9.32087E+12,9.3905E+12,4.9679E+12,3.89014E+12,3.55193E+12,1.15082E+13,0.00193202,0.00206886,0.00272912,0.0025954,0.00179543,0.00053181
948,190,1,2.14,0.44,0.26,59.1,3.02,0.362289749,17009.48817,9.32087E+12,9.3905E+12,4.9679E+12,3.89014E+12,3.55193E+12,1.15082E+13,0.00325429,0.00369333,0.00562296,0.0062582,0.0051011,0.0015289
949,190,11,1.71,0.61,0.22,93.45,7.31,0.362289749,17009.48817,9.32087E+12,9.3905E+12,4.9679E+12,3.89014E+12,3.55193E+12,1.15082E+13,0.00172317,0.00184817,0.00243891,0.00231308,0.00159339,0.00052189
950,190,6,2.35,0.75,0.41,97.33,7.31,0.362289749,17009.48817,9.32087E+12,9.3905E+12,4.9679E+12,3.89014E+12,3.55193E+12,1.15082E+13,0.00208474,0.00219735,0.00287327,0.00274472,0.00189901,0.0005913
951,191,10,1.64,0.56,0.22,105.37,5.89,0.430965414,9540.388831,1.68653E+12,7.64128E+12,7.02192E+12,0,1.13104E+13,0,0.00442954,0.00240776,0.00249917,0.00462273,0.0012848,0.0018293
952,191,4,2.17,0.78,0.32,90.35,6.79,0.430965414,9540.388831,1.68653E+12,7.64128E+12,7.02192E+12,0,1.13104E+13,0,0.00539114,0.0028889,0.00274881,0.0052871,0.0013992,0.0020096
953,191,0,2.81,0.44,0.22,55.44,3.35,0.430965414,9540.388831,1.68653E+12,7.64128E+12,7.02192E+12,0,1.13104E+13,0,0.0100136,0.0050279,0.005653,0.0233471,0.0032399,0.0087721
954,191,5,2.15,0.83,0.37,89.27,6.04,0.430965414,9540.388831,1.68653E+12,7.64128E+12,7.02192E+12,0,1.13104E+13,0,0.00518039,0.00279171,0.00266504,0.0050866,0.0013625,0.0019887
955,191,9,1.93,0.6,0.4,95.82,7.16,0.430965414,9540.388831,1.68653E+12,7.64128E+12,7.02192E+12,0,1.13104E+13,0,0.00452813,0.00247527,0.00236757,0.00443533,0.0012126,0.0017451
956,192,4,2.17,0.78,0.32,90.35,6.79,0.401953356,14793.58473,1.35209E+13,3.27003E+12,2.32449E+12,6.54069E+12,1.37326E+13,0,0.00176518,0.00436101,0.00462556,0.0020641,0.0008135,0.0019923
957,192,6,2.35,0.75,0.41,97.33,7.31,0.401953356,14793.58473,1.35209E+13,3.27003E+12,2.32449E+12,6.54069E+12,1.37326E+13,0,0.0022496,0.00541464,0.0059038,0.0026601,0.00114,0.0029847
958,192,2,2.24,0.36,0.14,55.09,2.71,0.401953356,14793.58473,1.35209E+13,3.27003E+12,2.32449E+12,6.54069E+12,1.37326E+13,0,0.00307221,0.00946339,0.0107011,0.00465,0.0019477,0.0064551
959,192,1,2.14,0.44,0.26,59.1,3.02,0.401953356,14793.58473,1.35209E+13,3.27003E+12,2.32449E+12,6.54069E+12,1.37326E+13,0,0.00296841,0.00891178,0.010029,0.0044564,0.0021651,0.0084793
960,192,5,2.15,0.83,0.37,89.27,6.04,0.401953356,14793.58473,1.35209E+13,3.27003E+12,2.32449E+12,6.54069E+12,1.37326E+13,0,0.00186527,0.00429776,0.0046551,0.0020833,0.0008986,0.0022238
